농약명(한글),농약명(영어),식품명,잔류허용기준(mg/kg),max_residue_limit,condition_code
디노테퓨란,Dinotefuran,매실,2,2,
디노테퓨란,Dinotefuran,머위,9,9,
디노테퓨란,Dinotefuran,멜론,1,1,
디노테퓨란,Dinotefuran,무(뿌리),1,1,
디노테퓨란,Dinotefuran,무(잎),3,3,
디노테퓨란,Dinotefuran,무화과,1,1,
디노테퓨란,Dinotefuran,밀,0.05,0.05,
디노테퓨란,Dinotefuran,밤,0.05,0.05,
디노테퓨란,Dinotefuran,배추,1,1,
디노테퓨란,Dinotefuran,복분자,2,2,
디노테퓨란,Dinotefuran,복숭아,0.5,0.5,
디노테퓨란,Dinotefuran,부추,3,3,
디노테퓨란,Dinotefuran,브로콜리,2,2,
디노테퓨란,Dinotefuran,블루베리,1,1,
디노테퓨란,Dinotefuran,비름나물,9,9,
디노테퓨란,Dinotefuran,비트(뿌리),0.2,0.2,
디노테퓨란,Dinotefuran,비트(잎),10,10,
디노테퓨란,Dinotefuran,뽕(잎),15,15,
디노테퓨란,Dinotefuran,살구,1,1,
디노테퓨란,Dinotefuran,상추,25,25,
디노테퓨란,Dinotefuran,수박,0.5,0.5,
디노테퓨란,Dinotefuran,수삼,0.05,0.05,
디노테퓨란,Dinotefuran,수수,1,1,
디노테퓨란,Dinotefuran,순무,0.07,0.07,
디노테퓨란,Dinotefuran,순무유채,9,9,
디노테퓨란,Dinotefuran,시금치,10,10,
디노테퓨란,Dinotefuran,신선초,10,10,
디노테퓨란,Dinotefuran,쌀,1,1,
디노테퓨란,Dinotefuran,쑥,0.3,0.3,
디노테퓨란,Dinotefuran,쑥갓,9,9,
디노테퓨란,Dinotefuran,아로니아,0.7,0.7,
디노테퓨란,Dinotefuran,아욱,9,9,
디노테퓨란,Dinotefuran,양배추,0.3,0.3,
디노테퓨란,Dinotefuran,양상추,25,25,
디노테퓨란,Dinotefuran,어수리,9,9,
디노테퓨란,Dinotefuran,엇갈이배추,3,3,
디노테퓨란,Dinotefuran,오디,1,1,
디노테퓨란,Dinotefuran,오렌지,2,2,
디노테퓨란,Dinotefuran,오이,1,1,
디노테퓨란,Dinotefuran,옥수수,0.05,0.05,
디노테퓨란,Dinotefuran,완두,0.2,0.2,
디노테퓨란,Dinotefuran,우엉,0.7,0.7,
디노테퓨란,Dinotefuran,우엉잎,20,20,
디노테퓨란,Dinotefuran,유자,1,1,
디노테퓨란,Dinotefuran,유채,10,10,
디노테퓨란,Dinotefuran,율무,5,5,
디노테퓨란,Dinotefuran,인과류,0.5,0.5,
디노테퓨란,Dinotefuran,자두,2,2,
디노테퓨란,Dinotefuran,잣,0.05,0.05,
디노테퓨란,Dinotefuran,조,5,5,
디노테퓨란,Dinotefuran,참외,2,2,
디노테퓨란,Dinotefuran,청경채,9,9,
디노테퓨란,Dinotefuran,체리,1.5,1.5,
디노테퓨란,Dinotefuran,취나물,9,9,
디노테퓨란,Dinotefuran,치커리,9,9,
디노테퓨란,Dinotefuran,케일,2,2,
디노테퓨란,Dinotefuran,콜라비,0.05,0.05,
디노테퓨란,Dinotefuran,키위,3,3,
디노테퓨란,Dinotefuran,토마토,1,1,
디노테퓨란,Dinotefuran,파,7,7,
디노테퓨란,Dinotefuran,파슬리,9,9,
디노테퓨란,Dinotefuran,파파야,1,1,
디노테퓨란,Dinotefuran,팥,0.2,0.2,
디노테퓨란,Dinotefuran,패션프루트,1.5,1.5,
디노테퓨란,Dinotefuran,포도,5,5,
디노테퓨란,Dinotefuran,풋마늘,0.7,0.7,
디노테퓨란,Dinotefuran,풋콩,0.7,0.7,
디노테퓨란,Dinotefuran,피망,2,2,
디노테퓨란,Dinotefuran,호박,2,2,
디노테퓨란,Dinotefuran,호박잎,5,5,
디니코나졸,Diniconazole,감자,0.05,0.05,
디니코나졸,Diniconazole,마늘,0.05,0.05,
디니코나졸,Diniconazole,무(뿌리),0.05,0.05,
디니코나졸,Diniconazole,무(잎),2,2,
디니코나졸,Diniconazole,배,1,1,
디니코나졸,Diniconazole,배추,0.1,0.1,
디니코나졸,Diniconazole,브로콜리,0.2,0.2,
디니코나졸,Diniconazole,사과,1,1,
디니코나졸,Diniconazole,셀러리,3,3,
디니코나졸,Diniconazole,양배추,0.1,0.1,
디니코나졸,Diniconazole,엇갈이배추,0.3,0.3,
디니코나졸,Diniconazole,엽경채류,0.3,0.3,
디니코나졸,Diniconazole,엽채류,0.3,0.3,
디니코나졸,Diniconazole,풋마늘,0.3,0.3,
디디티,DDT,가금류고기,0.3f,0.3,f
디디티,DDT,곡류,0.01E,0.01,E
디디티,DDT,당근,0.01E,0.01,E
디디티,DDT,수삼,0.01E,0.01,E
디디티,DDT,알,0.1,0.1,
디디티,DDT,유,0.02F,0.02,F
디디티,DDT,포유류고기,5.0f,5,f
디디티,DDT,허브류(생),0.01E,0.01,E
디메타메트린,Dimethametryn,쌀,0.1,0.1,
디메테나미드,Dimethenamid,가금류고기,0.01,0.01,
디메테나미드,Dimethenamid,가금류부산물,0.01,0.01,
디메테나미드,Dimethenamid,가금류지방,0.01,0.01,
디메테나미드,Dimethenamid,감자,0.1,0.1,
디메테나미드,Dimethenamid,고추,0.05,0.05,
디메테나미드,Dimethenamid,대두,0.01,0.01,
디메테나미드,Dimethenamid,마늘,0.05,0.05,
디메테나미드,Dimethenamid,생강,0.2,0.2,
디메테나미드,Dimethenamid,알,0.01,0.01,
디메테나미드,Dimethenamid,양배추,0.07,0.07,
디메테나미드,Dimethenamid,양파,0.05,0.05,
디메테나미드,Dimethenamid,옥수수,0.1,0.1,
디메테나미드,Dimethenamid,유,0.01,0.01,
디메테나미드,Dimethenamid,포유류고기,0.01,0.01,
디메테나미드,Dimethenamid,포유류부산물,0.01,0.01,
디메테나미드,Dimethenamid,포유류지방,0.01,0.01,
디메테나미드,Dimethenamid,풋마늘,0.05,0.05,
디메테나미드,Dimethenamid,피망,0.05,0.05,
디메테나미드,Dimethenamid,호프,0.05†,0.05,†
디메토모르프,Dimethomorph,가금류고기,0.01,0.01,
디메토모르프,Dimethomorph,가금류부산물,0.01,0.01,
디메토모르프,Dimethomorph,가금류지방,0.01,0.01,
디메토모르프,Dimethomorph,가지,1,1,
디메토모르프,Dimethomorph,감,0.2,0.2,
디메토모르프,Dimethomorph,감귤,1,1,
디메토모르프,Dimethomorph,감자,0.1,0.1,
디메토모르프,Dimethomorph,갓,5,5,
디메토모르프,Dimethomorph,건삼,15,15,
디메토모르프,Dimethomorph,고구마,0.05,0.05,
디메토모르프,Dimethomorph,고구마줄기,0.05,0.05,
디메토모르프,Dimethomorph,고추,5,5,
디메토모르프,Dimethomorph,고추냉이(뿌리),0.7,0.7,
디메토모르프,Dimethomorph,구기자(건조),5,5,
디메토모르프,Dimethomorph,귀리,0.5,0.5,
디메토모르프,Dimethomorph,근대,30,30,
디메토모르프,Dimethomorph,녹두,0.5,0.5,
디메토모르프,Dimethomorph,당귀(잎),25,25,
디메토모르프,Dimethomorph,당근,0.3,0.3,
디메토모르프,Dimethomorph,대두,0.07,0.07,
디메토모르프,Dimethomorph,대추,5,5,
디메토모르프,Dimethomorph,대추(건조),7,7,
디메토모르프,Dimethomorph,더덕,0.3,0.3,
디메토모르프,Dimethomorph,도라지,0.05,0.05,
디메토모르프,Dimethomorph,둥굴레(뿌리),0.05,0.05,
디메토모르프,Dimethomorph,"둥굴레(뿌리, 건조)",0.05,0.05,
디메토모르프,Dimethomorph,들깨,0.07,0.07,
디메토모르프,Dimethomorph,들깻잎,20,20,
디메토모르프,Dimethomorph,딸기,2,2,
디메토모르프,Dimethomorph,마,0.05,0.05,
디메토모르프,Dimethomorph,마(건조),0.05,0.05,
디메토모르프,Dimethomorph,마가목(열매),3,3,
디메토모르프,Dimethomorph,마늘,0.05,0.05,
디메토모르프,Dimethomorph,망고,3,3,
디메토모르프,Dimethomorph,메밀,3,3,
디메토모르프,Dimethomorph,멜론,0.7,0.7,
디메토모르프,Dimethomorph,무(뿌리),0.5,0.5,
디메토모르프,Dimethomorph,무(잎),15,15,
디메토모르프,Dimethomorph,무화과,3,3,
디메토모르프,Dimethomorph,밀,0.2,0.2,
디메토모르프,Dimethomorph,박,2,2,
디메토모르프,Dimethomorph,배추,2,2,
디메토모르프,Dimethomorph,배추(건조),2.5,2.5,
디메토모르프,Dimethomorph,보리,2,2,
디메토모르프,Dimethomorph,복분자,5,5,
디메토모르프,Dimethomorph,복숭아,0.5,0.5,
디메토모르프,Dimethomorph,브로콜리,0.05,0.05,
디메토모르프,Dimethomorph,블루베리,5,5,
디메토모르프,Dimethomorph,비름나물,5,5,
디메토모르프,Dimethomorph,비트(뿌리),0.07,0.07,
디메토모르프,Dimethomorph,사과,0.1,0.1,
디메토모르프,Dimethomorph,사탕무,0.09,0.09,
디메토모르프,Dimethomorph,산초(열매),0.7,0.7,
디메토모르프,Dimethomorph,상추,20,20,
디메토모르프,Dimethomorph,생강,1,1,
디메토모르프,Dimethomorph,석류,0.3,0.3,
디메토모르프,Dimethomorph,수박,0.1,0.1,
디메토모르프,Dimethomorph,수삼,3,3,
디메토모르프,Dimethomorph,순무,0.7,0.7,
디메토모르프,Dimethomorph,시금치,20,20,
디메토모르프,Dimethomorph,쑥갓,20,20,
디메토모르프,Dimethomorph,알,0.01,0.01,
디메토모르프,Dimethomorph,양배추,7,7,
디메토모르프,Dimethomorph,양파,0.2,0.2,
디메토모르프,Dimethomorph,엇갈이배추,5,5,
디메토모르프,Dimethomorph,엇갈이배추(건조),7,7,
디메토모르프,Dimethomorph,엽경채류,7,7,
디메토모르프,Dimethomorph,엽채류,30,30,
디메토모르프,Dimethomorph,오미자,5,5,
디메토모르프,Dimethomorph,오미자(건조),15,15,
디메토모르프,Dimethomorph,오이,0.7,0.7,
디메토모르프,Dimethomorph,우엉,0.5,0.5,
디메토모르프,Dimethomorph,유,0.01,0.01,
디메토모르프,Dimethomorph,유자,7,7,
디메토모르프,Dimethomorph,유채씨,3,3,
디메토모르프,Dimethomorph,인삼농축액,3,3,
디메토모르프,Dimethomorph,조,2,2,
디메토모르프,Dimethomorph,차,5,5,
디메토모르프,Dimethomorph,참깨,0.5,0.5,
디메토모르프,Dimethomorph,참외,0.5,0.5,
디메토모르프,Dimethomorph,청경채,20,20,
디메토모르프,Dimethomorph,치커리(뿌리),0.3,0.3,
디메토모르프,Dimethomorph,퀴노아,3,3,
디메토모르프,Dimethomorph,키위,15,15,
디메토모르프,Dimethomorph,토마토,5,5,
디메토모르프,Dimethomorph,파,3,3,
디메토모르프,Dimethomorph,파(건조),15,15,
디메토모르프,Dimethomorph,패션프루트,10,10,
디메토모르프,Dimethomorph,포도,2,2,
디메토모르프,Dimethomorph,포유류고기,0.01,0.01,
디메토모르프,Dimethomorph,포유류부산물,0.01,0.01,
디메토모르프,Dimethomorph,포유류지방,0.01,0.01,
디메토모르프,Dimethomorph,풋콩,3,3,
디메토모르프,Dimethomorph,피망,5,5,
디메토모르프,Dimethomorph,해바라기씨,5,5,
디메토모르프,Dimethomorph,허브류(생),20,20,
디메토모르프,Dimethomorph,호박,1.5,1.5,
디메토모르프,Dimethomorph,호프,70†,70,†
디메토모르프,Dimethomorph,홍삼,10,10,
디메토모르프,Dimethomorph,홍삼농축액,3,3,
디메토모르프,Dimethomorph,홍화씨,0.3,0.3,
디메토에이트,Dimethoate,가금류고기,0.05,0.05,
디메토에이트,Dimethoate,가금류부산물,0.05,0.05,
디메토에이트,Dimethoate,가금류지방,0.05,0.05,
디메토에이트,Dimethoate,돼지고기,0.05,0.05,
디메토에이트,Dimethoate,마늘,0.5,0.5,
디메토에이트,Dimethoate,말고기,0.05,0.05,
디메토에이트,Dimethoate,부추,0.05,0.05,
디메토에이트,Dimethoate,사과,0.5,0.5,
디메토에이트,Dimethoate,소고기,0.05,0.05,
디메토에이트,Dimethoate,소부산물,0.05,0.05,
디메토에이트,Dimethoate,알,0.05,0.05,
디메토에이트,Dimethoate,양고기,0.05,0.05,
디메토에이트,Dimethoate,양부산물,0.05,0.05,
디메토에이트,Dimethoate,양파,0.2,0.2,
디메토에이트,Dimethoate,염소고기,0.05,0.05,
디메토에이트,Dimethoate,유,0.05,0.05,
디메토에이트,Dimethoate,파,0.6,0.6,
디메토에이트,Dimethoate,포유류지방,0.05,0.05,
디메토에이트,Dimethoate,풋마늘,1,1,
디메티핀,Dimethipin,가금류고기,0.01,0.01,
디메티핀,Dimethipin,가금류부산물,0.01,0.01,
디메티핀,Dimethipin,알,0.01,0.01,
디메티핀,Dimethipin,유,0.01,0.01,
디메티핀,Dimethipin,포유류고기,0.01,0.01,
디메티핀,Dimethipin,포유류부산물,0.01,0.01,
디비이디시,DBEDC,수박,0.2,0.2,
디비이디시,DBEDC,오이,3,3,
디비이디시,DBEDC,참외,2,2,
디비이디시,DBEDC,호박,3,3,
디설포톤,Disulfoton,가금류고기,0.02,0.02,
디설포톤,Disulfoton,달걀,0.02,0.02,
디설포톤,Disulfoton,유,0.01,0.01,
디아펜티우론,Diafenthiuron,오이,2,2,
디에토펜카브,Diethofencarb,가지,1,1,
디에토펜카브,Diethofencarb,감귤,0.5,0.5,
디에토펜카브,Diethofencarb,건삼,0.3,0.3,
디에토펜카브,Diethofencarb,고추,1,1,
디에토펜카브,Diethofencarb,고추(건조),3,3,
디에토펜카브,Diethofencarb,고춧잎,2,2,
디에토펜카브,Diethofencarb,당근,1.5,1.5,
디에토펜카브,Diethofencarb,대추,7,7,
디에토펜카브,Diethofencarb,돌나물,20,20,
디에토펜카브,Diethofencarb,들깻잎,20,20,
디에토펜카브,Diethofencarb,딸기,5,5,
디에토펜카브,Diethofencarb,망고,0.7,0.7,
디에토펜카브,Diethofencarb,무화과,0.3,0.3,
디에토펜카브,Diethofencarb,바나나,0.09†,0.09,†
디에토펜카브,Diethofencarb,복분자,5,5,
디에토펜카브,Diethofencarb,복숭아,0.3,0.3,
디에토펜카브,Diethofencarb,브로콜리,3,3,
디에토펜카브,Diethofencarb,블루베리,1,1,
디에토펜카브,Diethofencarb,석류,1.5,1.5,
디에토펜카브,Diethofencarb,수삼,0.3,0.3,
디에토펜카브,Diethofencarb,쑥갓,30,30,
디에토펜카브,Diethofencarb,아로니아,1,1,
디에토펜카브,Diethofencarb,양배추,0.1,0.1,
디에토펜카브,Diethofencarb,양파,0.05,0.05,
디에토펜카브,Diethofencarb,엽경채류,15,15,
디에토펜카브,Diethofencarb,엽채류,30,30,
디에토펜카브,Diethofencarb,오디,10,10,
디에토펜카브,Diethofencarb,오미자,0.3,0.3,
디에토펜카브,Diethofencarb,오미자(건조),1.5,1.5,
디에토펜카브,Diethofencarb,오이,0.5,0.5,
디에토펜카브,Diethofencarb,유채,3,3,
디에토펜카브,Diethofencarb,유채씨,0.05,0.05,
디에토펜카브,Diethofencarb,인삼농축액,2,2,
디에토펜카브,Diethofencarb,자두,0.5,0.5,
디에토펜카브,Diethofencarb,참나물,5,5,
디에토펜카브,Diethofencarb,체리,2,2,
디에토펜카브,Diethofencarb,케일,40,40,
디에토펜카브,Diethofencarb,키위,3,3,
디에토펜카브,Diethofencarb,토마토,3,3,
디에토펜카브,Diethofencarb,파,10,10,
디에토펜카브,Diethofencarb,포도,2,2,
디에토펜카브,Diethofencarb,피망,5,5,
디에토펜카브,Diethofencarb,홍삼,0.3,0.3,
디에토펜카브,Diethofencarb,홍삼농축액,2,2,
디에토펜카브,Diethofencarb,홍화씨,0.2,0.2,
디캄바,Dicamba,대두,10†,10,†
디캄바,Dicamba,면실,3.0†,3,†
디캄바,Dicamba,밀,1.5†,1.5,†
디캄바,Dicamba,보리,6.0†,6,†
디캄바,Dicamba,수수,0.1,0.1,
디캄바,Dicamba,옥수수,0.01†,0.01,†
디코폴,Dicofol,차,20†,20,†
디클로르보스,Dichlorvos,가지,0.05,0.05,
디클로르보스,Dichlorvos,감,0.05,0.05,
디클로르보스,Dichlorvos,감귤,0.2,0.2,
디클로르보스,Dichlorvos,감자,0.05,0.05,
디클로르보스,Dichlorvos,고추,0.05,0.05,
디클로르보스,Dichlorvos,당근,0.05,0.05,
디클로르보스,Dichlorvos,대두,0.05,0.05,
디클로르보스,Dichlorvos,대추,0.05,0.05,
디클로르보스,Dichlorvos,들깻잎,0.7,0.7,
디클로르보스,Dichlorvos,레몬,0.05,0.05,
디클로르보스,Dichlorvos,마늘,0.05,0.05,
디클로르보스,Dichlorvos,망고,0.03,0.03,
디클로르보스,Dichlorvos,매실,0.05,0.05,
디클로르보스,Dichlorvos,멜론,0.05,0.05,
디클로르보스,Dichlorvos,무(뿌리),0.05,0.05,
디클로르보스,Dichlorvos,무(잎),0.05,0.05,
디클로르보스,Dichlorvos,밤,0.05,0.05,
디클로르보스,Dichlorvos,배,0.05,0.05,
디클로르보스,Dichlorvos,배추,0.2,0.2,
디클로르보스,Dichlorvos,복숭아,0.05,0.05,
디클로르보스,Dichlorvos,부추,0.05,0.05,
디클로르보스,Dichlorvos,브로콜리,0.3,0.3,
디클로르보스,Dichlorvos,비름나물,0.7,0.7,
디클로르보스,Dichlorvos,뽕(잎),0.05,0.05,
디클로르보스,Dichlorvos,사과,0.05,0.05,
디클로르보스,Dichlorvos,상추,0.05,0.05,
디클로르보스,Dichlorvos,셀러리,0.05,0.05,
디클로르보스,Dichlorvos,수박,0.05,0.05,
디클로르보스,Dichlorvos,순무,0.05,0.05,
디클로르보스,Dichlorvos,시금치,1,1,
디클로르보스,Dichlorvos,아로니아,0.05,0.05,
디클로르보스,Dichlorvos,양배추,0.05,0.05,
디클로르보스,Dichlorvos,양상추,0.05,0.05,
디클로르보스,Dichlorvos,양파,0.05,0.05,
디클로르보스,Dichlorvos,엇갈이배추,0.5,0.5,
디클로르보스,Dichlorvos,엽채류,0.6,0.6,
디클로르보스,Dichlorvos,오디,0.05,0.05,
디클로르보스,Dichlorvos,오렌지,0.05,0.05,
디클로르보스,Dichlorvos,오미자,0.05,0.05,
디클로르보스,Dichlorvos,오미자(건조),0.05,0.05,
디클로르보스,Dichlorvos,오이,0.1,0.1,
디클로르보스,Dichlorvos,옥수수,0.03,0.03,
디클로르보스,Dichlorvos,용과,0.05,0.05,
디클로르보스,Dichlorvos,유자,0.05,0.05,
디클로르보스,Dichlorvos,자두,0.05,0.05,
디클로르보스,Dichlorvos,참깨,0.05,0.05,
디클로르보스,Dichlorvos,참외,0.05,0.05,
디클로르보스,Dichlorvos,콜라비,0.03,0.03,
디클로르보스,Dichlorvos,키위,0.05,0.05,
디클로르보스,Dichlorvos,파,0.1,0.1,
디클로르보스,Dichlorvos,포도,0.05,0.05,
디클로르보스,Dichlorvos,표고버섯,0.05,0.05,
디클로르보스,Dichlorvos,풋마늘,0.05,0.05,
디클로르보스,Dichlorvos,풋콩,0.05,0.05,
디클로르보스,Dichlorvos,피망,0.05,0.05,
디클로르보스,Dichlorvos,호박,0.05,0.05,
디클로르보스,Dichlorvos,호박잎,0.05,0.05,
디클로르프로프,Dichlorprop,사과,0.05,0.05,
디클로베닐,Dichlobenil,감,0.05,0.05,
디클로베닐,Dichlobenil,밤,0.05,0.05,
디클로베닐,Dichlobenil,배,0.15,0.15,
디클로베닐,Dichlobenil,복숭아,0.05,0.05,
디클로베닐,Dichlobenil,사과,0.15,0.15,
디클로베닐,Dichlobenil,쌀,0.05,0.05,
디클로베닐,Dichlobenil,포도,0.05,0.05,
디클로벤티아족스,Dichlobentiazox,쌀,0.05,0.05,
디티아논,Dithianon,감,3,3,
디티아논,Dithianon,감귤,3,3,
디티아논,Dithianon,감자,0.1,0.1,
디티아논,Dithianon,고추,2,2,
디티아논,Dithianon,고춧잎,3,3,
디티아논,Dithianon,구기자,0.3,0.3,
디티아논,Dithianon,구기자(건조),1.5,1.5,
디티아논,Dithianon,녹두,0.2,0.2,
디티아논,Dithianon,당근,0.07,0.07,
디티아논,Dithianon,대두,0.05,0.05,
디티아논,Dithianon,대추,1,1,
디티아논,Dithianon,대추(건조),10,10,
디티아논,Dithianon,둥굴레(뿌리),0.05,0.05,
디티아논,Dithianon,"둥굴레(뿌리, 건조)",0.05,0.05,
디티아논,Dithianon,딸기,0.05,0.05,
디티아논,Dithianon,마,0.05,0.05,
디티아논,Dithianon,마(건조),0.05,0.05,
디티아논,Dithianon,마늘,0.1,0.1,
디티아논,Dithianon,망고,0.3,0.3,
디티아논,Dithianon,매실,5,5,
디티아논,Dithianon,모과,3,3,
디티아논,Dithianon,배,2,2,
디티아논,Dithianon,배추,0.05,0.05,
디티아논,Dithianon,복분자,3,3,
디티아논,Dithianon,복숭아,5,5,
디티아논,Dithianon,블루베리,20,20,
디티아논,Dithianon,사과,5,5,
디티아논,Dithianon,살구,5,5,
디티아논,Dithianon,석류,2,2,
디티아논,Dithianon,셀러리,1.5,1.5,
디티아논,Dithianon,수박,0.3,0.3,
디티아논,Dithianon,수삼,0.2,0.2,
디티아논,Dithianon,알로에,1,1,
디티아논,Dithianon,양파,0.1,0.1,
디티아논,Dithianon,엇갈이배추,0.1,0.1,
디티아논,Dithianon,오미자,2,2,
디티아논,Dithianon,오미자(건조),5,5,
디티아논,Dithianon,오이,0.3,0.3,
디티아논,Dithianon,유자,3,3,
디티아논,Dithianon,자두,6,6,
디티아논,Dithianon,차,1.5,1.5,
디티아논,Dithianon,참깨,0.5,0.5,
디티아논,Dithianon,체리,5,5,
디티아논,Dithianon,파,0.3,0.3,
디티아논,Dithianon,포도,3,3,
디티아논,Dithianon,풋마늘,5,5,
디티아논,Dithianon,풋콩,0.5,0.5,
디티아논,Dithianon,피망,2,2,
디티아논,Dithianon,홍화씨,0.3,0.3,
디티오카바메이트,Dithiocarbamates,감,0.5,0.5,
디티오카바메이트,Dithiocarbamates,감귤,5,5,
디티오카바메이트,Dithiocarbamates,감자,0.3,0.3,
디티오카바메이트,Dithiocarbamates,강낭콩,0.05,0.05,
디티오카바메이트,Dithiocarbamates,건삼,0.3,0.3,
디티오카바메이트,Dithiocarbamates,고려엉겅퀴,5,5,
디티오카바메이트,Dithiocarbamates,고추,7,7,
디티오카바메이트,Dithiocarbamates,고추냉이(뿌리),0.03,0.03,
디티오카바메이트,Dithiocarbamates,구기자,5,5,
